Song,Moods,Styles,Vocals,Speaker,Skills,Timbres,Score,Split
MT0006784451,"Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal,Industrial Metal",Alto-2_Mixed_Voice_and_Falsetto_Dream_It_Possible_Mixed_Voice_Group_0002.wav,Alto-2,"vibrato, legato, breathy","gentle, clear, smooth",0.082,train
MT0026987140,"Aggressive,Angry,Angst-Ridden,Bitter,Boisterous,Brash,Cathartic,Confrontational,Cynical/Sarcastic,Energetic,Fierce,Fiery,Gutsy,Harsh,Hostile,Intense,Menacing,Organic,Outraged,Provocative,Raucous,Rebellious,Rousing,Suffocating,Tense/Anxious,Uncompromising,Urgent,Visceral,Volatile","Alternative Metal,Alternative Pop/Rock,Alternative/Indie Rock,Heavy Metal,Rap-Metal",Alto-1_Pharyngeal_clouds_Control_Group_0013.wav,Alto-1,"vibrato, legato","gentle, clear, bright",0.025,train
MT0001583214,"Angst-Ridden,Anguished/Distraught,Brooding,Cathartic,Gloomy,Nocturnal,Ominous,Searching,Sleazy,Swaggering,Tense/Anxious,Urgent,Visceral","Alternative Metal,Heavy Metal,Post-Grunge,Soundtracks",Alto-2_Vibrato_Someone_Like_You_Vibrato_Group_0010.wav,Alto-2,"vibrato, controlled","clear, bright, breathy",0.095,train
MT0007074655,"Aggressive,Angry,Rebellious","Alternative Metal,Death Metal,Heavy Metal,Rap-Metal",Tenor-1_Vibrato_All_I_Ask_Control_Group_0008.wav,Tenor-1,"vibrato, falsetto","gentle, airy",0.052,train
MT0010310894,"Aggressive,Angry,Bleak,Confrontational,Dramatic,Fierce,Harsh,Hostile,Intense,Malevolent,Menacing,Nihilistic,Passionate,Provocative,Rebellious,Tense/Anxious,Volatile","Contemporary Pop/Rock,Heavy Metal,Speed/Thrash Metal",Alto-1_Glissando_make_it_shine_Control_Group_0004.wav,Alto-1,"vibrato, legato","bright, clear, smooth",0.085,train
MT0006773580,"Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Club/Dance,Contemporary Pop/Rock,Death Metal,Heavy Metal",MT0006773580_vocals.wav,Cryptopsy,"guttural vocals, fry screaming, belting","raspy, guttural, aggressive",0.985,train
MT0013678986,"Erotic,Lively,Marching,Pulsing,Sensual,Strong,Technical","Club/Dance,Contemporary Pop/Rock,Dance-Pop,Electro,Euro-Dance,Pop",Tenor-1_Mixed_Voice_and_Falsetto_Sparks_Fly_Paired_Speech_Group_0006.wav,Tenor-1,"smooth, legato","gentle, clear",0.125,train
MT0006555035,"Ambitious,Cerebral,Complex,Detached,Earnest,Earthy,Intimate,Passionate,Restrained,Sensual,Sophisticated,Warm","Cool,Post-Bop,Standards",F1-CityOfStars-Jazz-正常04.wav,F1,"breathy tone, vibrato","warm, gentle, airy",0.415,train
MT0001523435,"Bitter,Brooding,Elegant,Freewheeling,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Nocturnal,Plaintive,Reflective,Sad,Somber,Weary,Wistful","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz",Tenor-1_Mixed_Voice_and_Falsetto_I_Know_Places_Control_Group_0001.wav,Tenor-1,"vibrato, gentle onset","warm, rounded",0.285,train
MT0015664499,"Anguished/Distraught,Bitter,Hypnotic,Melancholy,Plaintive,Poignant,Rebellious,Restrained,Sad,Smooth,Spiritual,Weary","Dancehall,Roots Reggae",Alto-2_Vibrato_What_Are_Words_Vibrato_Group_0005.wav,Alto-2,"vibrato, supported tone","clear, warm, bright",0.325,train
MT0002307435,"Dramatic,Lonely,Nostalgic,Sad,Sentimental,Yearning","Punk/New Wave,Synth Pop",Alto-2_Mixed_Voice_and_Falsetto_City_Of_Stars_Mixed_Voice_Group_0006.wav,Alto-2,"vibrato, legato","gentle, airy, soft",0.133,train
MT0030362299,"Amiable/Good-Natured,Boisterous,Brassy,Cheerful,Confident,Dramatic,Energetic,Exciting,Exuberant,Fun,Gleeful,Gutsy,Happy,Lively,Playful,Romantic,Rousing,Slick,Smooth,Sophisticated,Stylish","Big Band,Swing,Traditional Pop,Vocal Jazz,Vocal Pop",Tenor-1_Mixed_Voice_and_Falsetto_Blank_Space_Control_Group_0001.wav,Tenor-1,"vibrato, falsetto","bright, clear",0.175,train
MT0011767762,"Bravado,Bright,Celebratory,Confident,Energetic,Exciting,Fun,Joyous,Lively,Playful,Raucous,Rousing,Sexy,Swaggering","Rock & Roll,Rockabilly",Alto-1_Mixed_Voice_and_Falsetto_you_raise_me_up_Mixed_Voice_Group_0011.wav,Alto-1,"vibrato, legato","warm, gentle",0.125,train
MT0034186620,"Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Organic,Reflective,Soothing","Folk-Pop,Sing-Alongs,Singer/Songwriter",Tenor-1_Mixed_Voice_and_Falsetto_You_Belong_With_Me_Falsetto_Group_0004.wav,Tenor-1,"vibrato, falsetto","warm, gentle, clear",0.856,train
MT0032093528,"Bittersweet,Delicate,Dreamy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Poignant,Refined,Relaxed,Reserved,Romantic,Sensual,Sentimental,Soft/Quiet,Soothing,Sparse,Warm","American Popular Song,Vocal Jazz",Alto-1_Vibrato_if_you_love_me_for_me_Control_Group_0004.wav,Alto-1,"vibrato, legato","gentle, clear, bright",0.382,train
MT0003344002,"Bitter,Bleak,Brooding,Dramatic,Elegant,Gentle,Gloomy,Melancholy,Passionate,Reflective,Sad,Sophisticated,Stylish,Warm,Weary,Wistful,Yearning","Cool,Torch Songs,Traditional Pop,Vocal Jazz",Alto-2_Mixed_Voice_and_Falsetto_God_is_A_Girl_Control_Group_0007.wav,Alto-2,"Straight Tone, Gentle Delivery","Bright, Clear, Light",0.235,train
MT0001297031,"Autumnal,Bittersweet,Brooding,Cathartic,Gloomy,Intimate,Melancholy,Passionate,Poignant,Reflective,Searching,Sentimental,Wistful,Yearning","Alternative/Indie Rock,Britpop,Dream Pop",F4-YouAreTheReason-Pop-抒情52.wav,F4,"vibrato, breathy","airy, gentle, soft",0.421,train
MT0000497520,"Carefree,Lively,Positive,Strong","Adult Contemporary,Contemporary Pop/Rock,Country-Rock,Rock & Roll,Sunshine Pop",Tenor-1_Mixed_Voice_and_Falsetto_Back_to_December_Paired_Speech_Group_0003.wav,Tenor-1,"speech-like, legato","gentle, airy, soft",0.067,train
MT0007145736,"Bitter,Bleak,Gloomy,Plaintive,Reflective,Restrained,Snide,Street-Smart,Thuggish","Gangsta Rap,West Coast Rap",Alto-1_Glissando_god_is_a_girl_Paired_Speech_Group_0010.wav,Alto-1,"straight tone, gentle delivery","gentle, clear, bright",0.132,train
MT0014650360,"Energetic,Fun,Innocent,Lively,Passionate,Playful,Sexy,Slick,Stylish","Blue-Eyed Soul,Contemporary Pop/Rock,Soul",F3-YouAreTheReason-Pop-正常.wav,F3,"vibrato, belting, falsetto","warm, clear, gentle",0.125,train
MT0000685324,"Calm/Peaceful,Dreamy,Intimate,Lonely,Nostalgic,Pulsing,Sentimental,Yearning","Alternative/Indie Rock,Indie Pop,Singer/Songwriter",M1-ProudMary-FolkRock-正常34.wav,M1,"vibrato, soulful phrasing","husky, warm, resonant",0.933,train
MT0003362542,"Anguished/Distraught,Bleak,Brooding,Dramatic,Gloomy,Melancholy,Poignant,Searching,Somber,Street-Smart,Theatrical","East Coast Rap,Gangsta Rap,Hardcore Rap",Alto-1_Pharyngeal_somewhere_over_the_rainbow_Pharyngeal_Group_0003.wav,Alto-1,"vibrato, airy","gentle, clear, bright",0.085,train
MT0008990300,"Amiable/Good-Natured,Brassy,Celebratory,Confident,Energetic,Fiery,Gutsy,Indulgent,Light,Playful,Sexy,Smooth,Spicy,Summery,Swaggering","Cuban Jazz,Cuban Traditions,Latin Jazz,Mambo,Son,World Fusion",F1-StJamesInfirmary-Jazz-力量49.wav,F1,"vibrato, controlled tone","warm, bright, gentle",0.383,train
MT0001531856,"Amiable/Good-Natured,Bravado,Celebratory,Earthy,Energetic,Exuberant,Freewheeling,Fun,Happy,Joyous,Lively,Passionate,Playful,Rollicking,Romantic,Warm","Contemporary Jazz,New Orleans R&B,Vocal Jazz",Alto-2_Pharyngeal_Yesterday_Once_More_Paired_Speech_Group_0009.wav,Alto-2,"soft delivery, breathy, legato","gentle, warm, clear",0.082,train
MT0002955901,"Aggressive,Bravado,Campy,Confrontational,Energetic,Fun,Gritty,Harsh,Irreverent,Knotty,Playful,Provocative,Rebellious,Reckless,Rowdy,Sexual,Sleazy,Street-Smart,Swaggering,Uncompromising,Urgent","Alternative Pop/Rock,Alternative/Indie Rock,American Punk,Hardcore Punk,L.A. Punk,Punk/New Wave,Skatepunk",Tenor-1_Breathy_Someone_Like_You_Paired_Speech_Group_0000.wav,Tenor-1,"head voice, breathy","gentle, clear, soft",0.042,train
MT0000556349,"Amiable/Good-Natured,Bittersweet,Fun,Humorous,Intimate,Ironic,Playful,Street-Smart,Warm,Witty","Big Band,Swing",F3-journey-Pop-抒情55.wav,F3,"vibrato, legato","warm, gentle, clear",0.94,train
A183,"Visceral,Energetic,Angry,Cathartic,Menacing,Boisterous,Provocative,Volatile,Hostile,Rousing,Confrontational,Intense,Rebellious,Fierce,Uncompromising,Outraged,Aggressive",,Alto-2_Pharyngeal_My_Love_Pharyngeal_Group_0006.wav,Alto-2,"vibrato, legato","warm, gentle",0.085,train
MT0030362174,"Dramatic,Earnest,Elegant,Gentle,Intimate,Laid-Back/Mellow,Pastoral,Refined,Reflective,Relaxed,Reserved,Romantic,Sensual,Sentimental,Slick,Smooth,Soft/Quiet,Soothing,Sweet,Warm,Yearning","Adult Contemporary,Country-Pop,Urban Cowboy",MT0030362174_vocals.wav,Lee Greenwood,"belting, vibrato, dynamic control","powerful, clear, resonant",0.988,train
MT0014050974,"Atmospheric,Autumnal,Circular,Greasy,Gritty,Messy,Organic,Rustic,Wry","Appalachian,North American Traditions,Old-Timey,String Bands",Tenor-1_Mixed_Voice_and_Falsetto_Young_and_Beautiful_Falsetto_Group_0001.wav,Tenor-1,"vibrato, falsetto","gentle, smooth, clear",0.325,train
MT0007926918,"Angry,Angst-Ridden,Boisterous,Brash,Cathartic,Confrontational,Cynical/Sarcastic,Fiery,Freewheeling,Harsh,Rambunctious,Raucous,Rebellious,Tense/Anxious,Visceral,Volatile","Alternative Pop/Rock,Alternative/Indie Rock,Punk Revival",Tenor-1_Glissando_I_Knew_You_Were_Trouble_Control_Group_0010.wav,Tenor-1,"vibrato, legato","gentle, thin, bright",0.117,train
MT0035833639,"Anguished/Distraught,Dramatic,Intimate,Lonely,Nocturnal,Passionate,Regretful,Serious,Somber,Street-Smart,Weary",Contemporary Country,F3-IKissedAGirl-Children-甜美01.wav,F3,"vibrato, direct phrasing","bright, clear, youthful",0.485,train
MT0010674091,"Angry,Belligerent,Gloomy,Lively,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal,Speed/Thrash Metal",Alto-1_Breathy_innocence_Paired_Speech_Group_0010.wav,Alto-1,"gentle delivery, spoken-word","gentle, soft",0.015,train
MT0015494518,"Anguished/Distraught,Cerebral,Confident,Dramatic,Earthy,Gloomy,Laid-Back/Mellow,Organic,Poignant,Rebellious,Relaxed,Somber,Street-Smart,Swaggering,Theatrical,Tragic,Uncompromising","Alternative Rap,Underground Rap",Tenor-1_Breathy_Long_Live_Breathy_Group_0009.wav,Tenor-1,"vibrato, falsetto","warm, gentle, clear",0.085,train
MT0001590201,"Aggressive,Atmospheric,Brooding,Dramatic,Menacing,Ominous,Raucous,Tense/Anxious,Visceral,Volatile","Album Rock,Arena Rock,Heavy Metal,Progressive Metal",F3-journey-Pop-抒情57.wav,F3,"vibrato, legato","gentle, warm, airy",0.042,train
MT0014215479,"Atmospheric,Earthy,Gentle,Intimate,Laid-Back/Mellow,Nocturnal,Organic,Sensual,Warm","Adult Alternative Pop/Rock,Alternative/Indie Rock,Bossa Nova,Brazilian Traditions,Contemporary R&B,Smooth Soul,Soul",Alto-2_Mixed_Voice_and_Falsetto_Safe_and_Sound_Paired_Speech_Group_0000.wav,Alto-2,"vibrato, legato","gentle, breathy, clear",0.71,train
MT0003136077,"Angry,Bleak,Confrontational,Fierce,Harsh,Hostile,Intense,Menacing,Ominous,Outrageous,Rousing,Suffocating,Unsettling,Urgent,Volatile","Black Metal,Death Metal,Heavy Metal",MT0003136077_vocals.wav,Obituary,"Trill, Glissando","Piercing, Clear, High-pitched",0.021,train
MT0030177407,"Angry,Angst-Ridden,Brash,Confrontational,Energetic,Fierce,Fiery,Gritty,Gutsy,Hostile,Intense,Outraged,Raucous,Rebellious,Rousing,Rowdy,Tense/Anxious,Trashy,Urgent,Visceral,Volatile","British Punk,Oi!,Punk,Punk/New Wave",Alto-1_Mixed_Voice_and_Falsetto_seasons_in_the_sun_Paired_Speech_Group_0016.wav,Alto-1,"straight-tone, legato","gentle, clear, light",0.115,train
MT0033397838,"Bravado,Bright,Cathartic,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Intense,Lively,Passionate,Rousing,Sexy,Spicy,Urgent,Yearning","Contemporary Flamenco,Flamenco,Spanish Folk,Western European Traditions,World Fusion,Worldbeat",Alto-2_Pharyngeal_Easy_On_Me_Control_Group_0001.wav,Alto-2,"vibrato, legato","warm, gentle",0.125,train
MT0008394478,"Brash,Brassy,Bravado,Bright,Celebratory,Energetic,Lively,Rollicking,Rousing,Swaggering","Album Rock,Blue-Eyed Soul,Contemporary Pop/Rock,Soft Rock,Soul",Alto-1_Breathy_who_says_Breathy_Group_0003.wav,Alto-1,"vibrato, clean delivery","bright, gentle, clear",0.185,train
MT0028793036,"Aggressive,Boisterous,Dramatic,Explosive,Nervous/Jittery,Pulsing,Strong,Yearning","Album Rock,British Metal,Club/Dance,Contemporary Pop/Rock,Hard Rock,Heavy Metal",Alto-2_Mixed_Voice_and_Falsetto_This_Is_Me_Falsetto_Group_0004.wav,Alto-2,"vibrato, belting","warm, clear, gentle",0.385,train
MT0005630273,"Bleak,Brooding,Dramatic,Melancholy,Ominous,Poignant,Searching,Somber,Sophisticated",Adult Contemporary,Alto-1_Breathy_once_up_a_dream_Control_Group_0002.wav,Alto-1,"vibrato, legato","gentle, airy, clear",0.375,train
MT0000031210,"Bittersweet,Elegant,Freewheeling,Gentle,Plaintive,Poignant,Reflective,Sad,Searching,Wistful,Yearning","Classic Female Blues,Swing,Traditional Pop,Vocal Jazz",MT0000031210_vocals.wav,Billie Holiday,"Vibrato, Bluesy Phrasing","Warm, Smoky, Rich",0.985,train
MT0028213435,"Aggressive,Angst-Ridden,Confident,Energetic,Fierce,Gritty,Gutsy,Hostile,Raucous,Rebellious,Rollicking,Rousing,Rowdy,Searching,Street-Smart,Swaggering,Trashy,Visceral,Volatile,Yearning","British Punk,Oi!,Punk,Punk/New Wave",Tenor-1_Mixed_Voice_and_Falsetto_What_Was_I_Made_For？_Paired_Speech_Group_0000.wav,Tenor-1,"vibrato, legato","gentle, clear, warm",0.128,train
MT0013693326,"Amiable/Good-Natured,Bittersweet,Laid-Back/Mellow,Poignant,Reflective,Sentimental,Soft/Quiet,Soothing,Warm,Wistful,Yearning","Country-Pop,Soft Rock,Urban Cowboy",F1-CantTakeMyEyesOffYou-Pop-快乐23.wav,F1,"vibrato, legato","gentle, clear, breathy",0.845,train
MT0007039082,"Amiable/Good-Natured,Bright,Delicate,Dreamy,Earnest,Exuberant,Gentle,Laid-Back/Mellow,Light,Passionate,Refined,Reflective,Reverent,Rousing,Spiritual,Warm","Adult Alternative Pop/Rock,Alternative CCM,Alternative/Indie Rock,CCM,Contemporary Christian",Tenor-1_Mixed_Voice_and_Falsetto_Love_on_the_Brain_Falsetto_Group_0005.wav,Tenor-1,"falsetto, vibrato","bright, clear",0.825,train
MT0034731020,"Delicate,Elegant,Gentle,Innocent,Intimate,Laid-Back/Mellow,Light,Lush,Refined,Reflective,Relaxed,Reserved,Sentimental,Smooth,Soft/Quiet,Sparkling,Stylish,Warm,Weary","Easy Pop,Mood Music",Alto-1_Mixed_Voice_and_Falsetto_Arriety's_song_Paired_Speech_Group_0011.wav,Alto-1,"vibrato, legato","gentle, warm, breathy",0.927,train
MT0012004661,"Anguished/Distraught,Bleak,Brash,Confrontational,Dramatic,Gritty,Gutsy,Intense,Intimate,Lazy,Passionate,Plaintive,Reflective,Searching,Self-Conscious,Swaggering,Tense/Anxious,Urgent,Weary,Yearning","Electric Blues,Electric Texas Blues,Regional Blues,Texas Blues",M2-AnyDreamWillDo-Pop-正常46.wav,M2,"vibrato, legato","gentle, clear, smooth",0.325,train
MT0001738256,"Aggressive,Angry,Bitter,Cathartic,Confrontational,Energetic,Fiery,Hostile,Intense,Menacing,Nihilistic,Outrageous,Paranoid,Provocative,Rebellious,Visceral","Alternative/Indie Rock,American Underground,Hardcore Punk,Heavy Metal,Punk Metal,Punk/New Wave",F1-LetItGo-Opera-正常39.wav,F1,"vibrato, legato, head voice","bright, gentle, clear",0.045,train
MT0001962373,"Anguished/Distraught,Brash,Confident,Confrontational,Energetic,Exciting,Fierce,Fiery,Hostile,Manic,Outrageous,Ramshackle,Rebellious,Rousing,Uncompromising,Urgent","Hardcore Punk,Punk/New Wave,Straight-Edge",Alto-1_Mixed_Voice_and_Falsetto_seasons_in_the_sun_Control_Group_0009.wav,Alto-1,"vibrato, legato","gentle, clear, bright",0.045,train
MT0001369981,"Bittersweet,Delicate,Dreamy,Elegant,Gentle,Gloomy,Melancholy,Nocturnal,Plaintive,Poignant,Restrained,Sad,Searching,Soothing,Warm,Wistful","Torch Songs,Traditional Pop,Vocal Jazz",F4-YouAreTheReason-Pop-力量05.wav,F4,"Straight tone, Vibrato","Gentle, Clear, Soft",0.215,train
MT0001284801,"Bittersweet,Dramatic,Elegant,Gloomy,Intimate,Laid-Back/Mellow,Melancholy,Poignant,Refined,Restrained,Sad,Somber,Weary","Classic Female Blues,Swing,Torch Songs,Traditional Pop,Vocal Jazz",M1-MamaDontDance-HardRock-欢快夸张16.wav,M1,"straight-tone, grit","raw, bright",0.042,train
MT0030324011,"Aggressive,Campy,Confrontational,Cynical/Sarcastic,Harsh,Hostile,Intense,Ominous,Paranoid,Provocative,Tense/Anxious,Theatrical,Visceral","Alternative Metal,Heavy Metal,Industrial Metal",Tenor-1_Glissando_You_Belong_With_Me_Paired_Speech_Group_0007.wav,Tenor-1,"Soft Delivery, Breathy Phrasing","Bright, Gentle, Airy",0.085,train
MT0033470806,"Bleak,Cold,Energetic,Gloomy,Hostile,Nocturnal,Ominous,Paranoid,Street-Smart,Suffocating,Tense/Anxious,Uncompromising,Unsettling,Volatile","East Coast Rap,Gangsta Rap,Hardcore Rap",Tenor-1_Mixed_Voice_and_Falsetto_Love_Story_Mixed_Voice_Group_0002.wav,Tenor-1,"vibrato, smooth phrasing","warm, gentle, smooth",0.895,train
MT0006955716,"Amiable/Good-Natured,Confident,Dramatic,Elaborate,Elegant,Gentle,Innocent,Literate,Lush,Passionate,Precious,Refined,Reflective,Restrained,Sentimental,Smooth,Somber,Soothing,Sophisticated,Stylish,Theatrical,Wintry","Christmas,Classical Crossover,Holidays,Vocal Pop",Alto-2_Vibrato_What_Are_Words_Vibrato_Group_0007.wav,Alto-2,"vibrato, legato","warm, gentle, clear",0.325,train
MT0012025242,"Celebratory,Confident,Fun,Humorous,Lively,Playful,Rollicking,Rousing,Swaggering","Contemporary Country,Country-Pop",F1-ThinkOfMe-Opera-抒情-更好版31.wav,F1,"vibrato, belting, legato","bright, clear, resonant",0.215,train
MT0003025046,"Calm/Peaceful,Delicate,Gentle,Laid-Back/Mellow,Precious,Soothing,Sweet","Adult Contemporary,Lullabies,Soft Rock",Tenor-1_Mixed_Voice_and_Falsetto_Cardigan_Control_Group_0005.wav,Tenor-1,"vibrato, belting, falsetto","bright, clear, smooth",0.285,train
MT0006096934,"Erotic,Pulsing,Sensual,Strong,Thrilling",Club/Dance,F3-OverTheRainbow-Pop-抒情.wav,F3,"vibrato, falsetto, legato","gentle, airy, clear",0.115,train
A119-151,,,Alto-1_Mixed_Voice_and_Falsetto_you_raise_me_up_Falsetto_Group_0013.wav,Alto-1,"vibrato, smooth phrasing","gentle, clear, airy",0.513,train
MT0003863509,"Anguished/Distraught,Bitter,Brooding,Confrontational,Dramatic,Earnest,Earthy,Greasy,Gritty,Intimate,Melancholy,Plaintive,Reflective,Relaxed,Warm,Yearning","Honky Tonk,Outlaw Country,Progressive Country,Traditional Country",F4-ChristmasWithoutYou-Pop-抒情13.wav,F4,"vibrato, legato","gentle, clear, smooth",0.46,train
A105-117,"Confident,Playful,Quirky,Sexy,Sparse,Stylish,Witty","Club/Dance,Funk",F1-WhatWasAWomanToDo-Children-正常快乐17.wav,F1,"vibrato, legato","bright, gentle, clear",0.345,train
MT0008791082,"Aggressive,Belligerent,Boisterous,Gloomy,Negative,Nervous/Jittery,Pulsing,Strong","Club/Dance,Death Metal,Heavy Metal",M2-FlyMeToTheMoon-JazzPop-正常11.wav,M2,"vibrato, falsetto, legato","warm, gentle, clear",0.012,train
MT0006300381,"Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","Black Metal,Death Metal,Heavy Metal",MT0006300381_vocals.wav,Dismal Euphony,"trill, high-frequency","piercing, thin",0.001,train
MT0000436815,"Autumnal,Bittersweet,Earnest,Earthy,Exuberant,Lush,Plaintive,Reflective,Reverent,Rousing,Yearning","Alternative CCM,Contemporary Christian,Gospel",F3-YouAreTheReason-Pop-低音慵懒抒情28.wav,F3,"vibrato, head voice","gentle, warm, airy",0.713,train
A165,,,Alto-2_Glissando_Yesterday_Once_More_Control_Group_0005.wav,Alto-2,"vibrato, legato","gentle, clear, light",0.913,train
MT0001217651,"Happy,Rousing,Sexual,Swaggering","Hardcore Rap,Pop-Rap",Alto-2_Mixed_Voice_and_Falsetto_Someone_You_Loved_Mixed_Voice_Group_0004.wav,Alto-2,"vibrato, legato","gentle, clear, airy",0.085,train
MT0026826094,"Bitter,Delicate,Earnest,Gentle,Melancholy,Sad,Sentimental,Yearning","Rock & Roll,Rockabilly",Alto-2_Mixed_Voice_and_Falsetto_Hello_Paired_Speech_Group_0010.wav,Alto-2,"vibrato, legato","bright, clear, gentle",0.685,train
MT0011230792,"Ambitious,Cerebral,Clinical,Cold,Complex,Detached,Fiery,Freewheeling,Intense,Knotty,Sophisticated,Uncompromising","Avant-Garde Jazz,Free Improvisation",F4-BlankSpace-Pop-正常-调128.wav,F4,"vibrato, legato","warm, gentle, clear",0.125,train
MT0032001427,"Agreeable,Autumnal,Bittersweet,Calm/Peaceful,Delicate,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Literate,Melancholy,Plaintive,Pulsing,Reflective,Romantic,Sentimental","Adult Contemporary,Folk-Pop,Singer/Songwriter,Soft Rock",Tenor-1_Mixed_Voice_and_Falsetto_Exile_Mixed_Voice_Group_0004.wav,Tenor-1,"vibrato, falsetto","bright, clear, warm",0.883,train
MT0010777106,"Amiable/Good-Natured,Boisterous,Carefree,Cheerful,Confident,Energetic,Exuberant,Fun,Happy,Innocent,Joyous,Playful,Rousing,Warm","Traditional Pop,Vocal Pop",Alto-2_Pharyngeal_Easy_On_Me_Control_Group_0005.wav,Alto-2,"vibrato, legato, breath support","warm, gentle, clear",0.185,train
MT0011914836,"Cheerful,Energetic,Exuberant,Fiery,Freewheeling,Fun,Joyous,Playful,Rambunctious,Rollicking,Rousing,Rowdy","British Invasion,Merseybeat,Rock & Roll",Alto-1_Glissando_rolling_in_the_deep_Glissando_Group_0003.wav,Alto-1,"vibrato, belting","warm, bright, clear",0.805,train
A020,,,F4-BlankSpace-Pop-抒情05.wav,F4,"vibrato, legato","gentle, bright, clear",0.215,train
MT0033061162,"Bright,Cheerful,Light,Literate,Lively,Nostalgic,Precious,Quirky,Rollicking,Rousing,Springlike,Whimsical,Witty,Wry,Yearning","British Invasion,Contemporary Pop/Rock",F4-Consequence-Pop-力量27.wav,F4,"vibrato, belting, head voice","bright, clear, warm",0.425,train
MT0008137868,"Bleak,Cathartic,Detached,Eerie,Hypnotic,Intense,Nocturnal,Ominous,Paranoid,Tense/Anxious,Unsettling","Alternative/Indie Rock,American Punk,Experimental Electronic,New York Punk,Post-Punk,Punk,Punk/New Wave",F3-Monster-Pop-甜美抒情27.wav,F3,"vibrato, belting","warm, gentle, clear",0.138,train
MT0011991382,"Aggressive,Boisterous,Brash,Bravado,Campy,Confrontational,Dramatic,Epic,Freewheeling,Hostile,Literate,Menacing,Outrageous,Provocative,Stylish,Theatrical,Thuggish,Unsettling","Hard Rock,Heavy Metal",Alto-2_Mixed_Voice_and_Falsetto_Safe_and_Sound_Mixed_Voice_Group_0006.wav,Alto-2,"vibrato, head voice","warm, gentle, breathy",0.025,train
MT0003109823,"Anguished/Distraught,Bittersweet,Earnest,Earthy,Gentle,Intimate,Laid-Back/Mellow,Melancholy,Organic,Plaintive,Refined,Reflective,Sentimental,Street-Smart,Warm,Weary","Honky Tonk,Traditional Country",F1-FlyMeToTheMoon-JazzOpera-抒情03.wav,F1,"vibrato, legato, gentle","warm, gentle, clear",0.215,train
MT0000603187,"Yearning,Laid-Back/Mellow,Sad,Brooding",,Alto-2_Vibrato_Someone_Like_You_Control_Group_0000.wav,Alto-2,"vibrato, legato","warm, gentle, airy",0.935,train
MT0014853937,"Anguished/Distraught,Bittersweet,Earnest,Gentle,Innocent,Intimate,Melancholy,Naive,Plaintive,Poignant,Refined,Reflective,Restrained,Rustic,Sentimental,Soft/Quiet,Somber,Sophisticated,Warm,Weary,Wistful,Yearning","Country-Pop,Nashville Sound/Countrypolitan",Alto-1_Glissando_for_the_first_time_in_forever_Glissando_Group_0005.wav,Alto-1,"vibrato, belting","bright, clear, gentle",0.152,train
MT0001298241,"Agreeable,Calm/Peaceful,Lonely,Restrained","Adult Contemporary,Album Rock,Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Pop/Rock,Hard Rock,Proto-Punk,Rock & Roll,Singer/Songwriter",Tenor-1_Pharyngeal_You_Belong_With_Me_Control_Group_0012.wav,Tenor-1,"vibrato, legato","clear, gentle, smooth",0.625,train
MT0031024722,"Bittersweet,Delicate,Earnest,Elegant,Gentle,Intimate,Literate,Plaintive,Reflective,Reverent,Sentimental,Smooth,Sophisticated,Warm","Political Folk,Singer/Songwriter,Traditional Folk",MT0031024722_vocals.wav,Joan Baez,"vibrato, projection","warm, clear, gentle",0.995,train
MT0004254228,"Acerbic,Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Complex,Cynical/Sarcastic,Energetic,Harsh,Hostile,Malevolent,Manic,Menacing,Nihilistic,Paranoid,Rebellious,Tense/Anxious,Theatrical,Visceral,Volatile","Heavy Metal,Progressive Metal,Speed/Thrash Metal",MT0004254228_vocals.wav,Megadeth,"belting, grit, vibrato","powerful, edgy, raspy",0.988,train
MT0011922905,"Amiable/Good-Natured,Calm/Peaceful,Carefree,Gentle,Intimate,Laid-Back/Mellow,Literate,Poignant,Positive,Reflective,Relaxed,Rousing,Smooth,Soothing,Sophisticated,Sweet,Warm","Adult Contemporary,Album Rock,Contemporary Pop/Rock,Folk-Rock,Lullabies,Psychedelic/Garage,Singer/Songwriter,Soft Rock",Alto-2_Vibrato_My_Heart_Will_Go_On_Control_Group_0008.wav,Alto-2,"vibrato, legato","gentle, warm, clear",0.885,train
MT0008548050,"Laid-Back/Mellow,Organic,Relaxed,Romantic,Sentimental,Soothing,Summery,Sweet,Warm,Yearning","Rocksteady,Roots Reggae",Tenor-1_Mixed_Voice_and_Falsetto_Lavender_Haze_Control_Group_0000.wav,Tenor-1,"vibrato, belting, falsetto","clear, powerful, reedy",0.925,train
